,Admission Date,Company Name,Ticker,ICB Industry,ICB Super-Sector,Country of Incorporation,World Region,Market,International Issuer,Company Market Cap (£m)
1384,15/10/2013,IXICO PLC,,Health Care,Health Care,United Kingdom,Europe,AIM,No,26.84
1385,04/01/2016,PGIT SECURITIES 2020 PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,26.6
1386,09/01/2018,AIQ LIMITED,,Financials,Financial Services,Cayman Islands,North America,MAIN MARKET,Yes,26.55
1387,29/05/2015,DRUM INCOME PLUS REIT PLC,,Real Estate,Real Estate,United Kingdom,Europe,MAIN MARKET,No,26.55
1388,04/08/2017,GETBUSY PLC,,Technology,Technology,United Kingdom,Europe,AIM,No,26.41
1389,28/11/2007,E-THERAPEUTICS PLC,,Health Care,Health Care,United Kingdom,Europe,AIM,No,26.36
1390,02/07/1987,JUPITER UK GROWTH INVESTMENT TRUST PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,26.13
1391,14/12/2001,INSPIRATION HEALTHCARE GROUP PLC,,Health Care,Health Care,United Kingdom,Europe,AIM,No,26.1
1392,05/08/2005,GLI FINANCE LIMITED,,Financials,Financial Services,Guernsey,Europe,MAIN MARKET / AIM,No,25.87
1393,16/08/2010,ABERDEEN LATIN AMERICAN INCOME FUND LIMITED,,Financials,Financial Services,Jersey,Europe,MAIN MARKET,No,25.73
1394,31/05/2006,CONDOR GOLD PLC,,Basic Materials,Basic Resources,United Kingdom,Europe,AIM,No,25.69
1395,02/06/1999,CARIBBEAN INVESTMENT HOLDINGS LIMITED,,Financials,Banks,Belize,Latin America,AIM,Yes,25.47
1396,29/06/2018,TRANSGLOBE ENERGY CORPORATION,,Energy,Energy,Canada,North America,AIM,Yes,25.39
1397,08/07/2010,BETTER CAPITAL PCC LIMITED,,Financials,Financial Services,Guernsey,Europe,MAIN MARKET,No,25.37
1398,07/05/2008,GUSBOURNE PLC,,Consumer Staples,"Food, Beverage and Tobacco",United Kingdom,Europe,AIM,No,25.1
1399,12/09/2013,ARRICANO REAL ESTATE PLC,,Real Estate,Real Estate,Cyprus,Europe,AIM,Yes,24.99
1400,20/12/2012,INLAND ZDP PLC,,Real Estate,Real Estate,United Kingdom,Europe,MAIN MARKET,No,24.89
1401,27/06/2013,MYANMAR INVESTMENTS INTERNATIONAL LIMITED,,Financials,Financial Services,British Virgin Islands,North America,AIM,Yes,24.89
1402,30/07/2012,GOOD ENERGY GROUP PLC,,Utilities,Utilities,United Kingdom,Europe,AIM,No,24.8
1403,14/06/2016,PUMA VCT 12 PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,24.73
1404,19/02/2014,ADAMAS FINANCE ASIA LIMITED,,Financials,Financial Services,British Virgin Islands,North America,AIM,Yes,24.69
1405,05/05/2000,EBIQUITY PLC,,Consumer Discretionary,Media,United Kingdom,Europe,AIM,No,24.68
1406,23/11/1995,AIR PARTNER PLC,,Consumer Discretionary,Travel and Leisure,United Kingdom,Europe,MAIN MARKET,No,24.62
1407,16/03/2006,MTI WIRELESS EDGE LTD.,,Telecommunications,Telecommunications,Israel,Middle East,AIM,Yes,24.61
1408,24/12/2002,VOLVERE PLC,,Financials,Financial Services,United Kingdom,Europe,AIM,No,24.58
1409,26/10/2016,VAN ELLE HOLDINGS PLC,,Industrials,Construction and Materials,United Kingdom,Europe,AIM,No,24.4
1410,07/01/2020,THE BARKBY GROUP PLC,,Consumer Discretionary,Travel and Leisure,United Kingdom,Europe,AIM,No,24.34
1411,09/06/2016,MEREO BIOPHARMA GROUP PLC,,Health Care,Health Care,United Kingdom,Europe,AIM,No,24.28
1412,13/01/2003,FIH GROUP PLC,,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM,No,24.26
1413,17/08/2010,HORIZONTE MINERALS PLC,,Basic Materials,Basic Resources,United Kingdom,Europe,AIM,No,24.23
1414,28/04/2016,MAINTEL HOLDINGS PLC,,Telecommunications,Telecommunications,United Kingdom,Europe,AIM,No,24.2
1415,06/07/2005,BYOTROL PLC,,Basic Materials,Chemicals,United Kingdom,Europe,AIM,No,23.88
1416,30/05/1986,ALUMASC GROUP PLC,,Industrials,Construction and Materials,United Kingdom,Europe,AIM,No,23.85
1417,01/05/2015,RDL REALISATION PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,23.62
1418,09/05/2017,DOWNING STRATEGIC MICRO-CAP INVESTMENT TRUST PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,23.58
1419,08/01/2001,INTERCEDE GROUP PLC,,Technology,Technology,United Kingdom,Europe,AIM,No,23.47
1420,24/02/2010,SCOTGOLD RESOURCES LIMITED,,Basic Materials,Basic Resources,Australia,Pacific,AIM,Yes,23.37
1421,28/07/2014,ULS TECHNOLOGY PLC,,Technology,Technology,United Kingdom,Europe,AIM,No,23.35
1422,05/07/2017,GYG PLC,,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM,No,23.32
1423,30/07/2010,SCANCELL HOLDINGS PLC,,Health Care,Health Care,United Kingdom,Europe,AIM,No,23.27
1424,02/02/2009,1SPATIAL PLC,,Technology,Technology,United Kingdom,Europe,AIM,No,23.2
1425,15/06/2007,ABERDEEN FRONTIER MARKETS INVESTMENT COMPANY LIMITED,,Financials,Financial Services,Guernsey,Europe,AIM,No,23.16
1426,24/01/2017,TOC PROPERTY BACKED LENDING TRUST PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,23.15
1427,31/10/2006,CENKOS SECURITIES PLC,,Financials,Financial Services,United Kingdom,Europe,AIM,No,22.96
1428,06/01/2015,GAMA AVIATION PLC,,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM,No,22.91
1429,05/07/2001,LIDCO GROUP PLC,,Health Care,Health Care,United Kingdom,Europe,AIM,No,22.89
1430,01/07/2004,REABOLD RESOURCES PLC,,Energy,Energy,United Kingdom,Europe,AIM,No,22.88
1431,21/12/2017,CIP MERCHANT CAPITAL LIMITED,,Financials,Financial Services,Guernsey,Europe,AIM,No,22.83
1432,31/03/2005,NORISH PLC,,Industrials,Industrial Goods and Services,Ireland,Europe,AIM,Yes,22.55
1433,10/11/2005,CHRISTIE GROUP PLC,,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM,No,22.15
1434,27/08/2014,INTELLIGENT ULTRASOUND GROUP PLC,,Health Care,Health Care,United Kingdom,Europe,AIM,No,22
1435,22/07/2003,FUTURA MEDICAL PLC,,Health Care,Health Care,United Kingdom,Europe,AIM,No,21.86
1436,15/04/2003,WALKER GREENBANK PLC,,Consumer Discretionary,Consumer Products and Services,United Kingdom,Europe,AIM,No,21.83
